Requirement already satisfied: POT in /projects/illinois/eng/ece/lgoddard/renjie2/fine-tuning/myChem2/lib/python3.11/site-packages (0.9.6.post1)
Requirement already satisfied: numpy>=1.16 in /projects/illinois/eng/ece/lgoddard/renjie2/fine-tuning/myChem2/lib/python3.11/site-packages (from POT) (2.4.0)
Requirement already satisfied: scipy>=1.6 in /projects/illinois/eng/ece/lgoddard/renjie2/fine-tuning/myChem2/lib/python3.11/site-packages (from POT) (1.17.0)
Using pooling function: mean
using CUDA
Processing dataset from CSV...
Total graphs: 211137
{('edge_attr', 'edge_index', 'edge_weight', 'smiles', 'x', 'y_arom_raw', 'y_reg_raw')}
{('edge_index', 'edge_weight', 'num_nodes', 'x', 'y_arom_raw', 'y_reg_raw')}
graph[0].x shape: (19, 9)
graph[0].edge_index shape: (2, 44)
graph[0].y_raw shape: (9,)
graph[0].y_raw shape: (1,)
Mixup via Low-rank GW (edge_attr-free)
Average mixup graph size : 9.99
{('edge_index', 'edge_weight', 'num_nodes', 'x', 'y_arom_raw', 'y_reg_raw')}
Number of training graphs: 290840
Number of validation graphs: 10557
train_reg shape: (290840, 9)
scaler.mean_.shape: (9,)
scaler.scale_.shape: (9,)
first 9 means: [6.74135203e+04 1.61232475e+02 9.85834266e-01 2.47398364e+02
 1.21475937e+02 1.51113311e+02 1.07599064e-01 1.21725313e-01
 5.95199061e-01]
first 9 stds: [1.57708084e+05 6.85994711e+01 1.48842657e+00 1.40818362e+02
 9.53370191e+01 1.10522969e+02 8.70785613e-02 1.20098009e-01
 9.42926565e-02]
col means (train, after): [ 2.6513680e-06 -1.8302870e-06  1.9059232e-08  9.6657652e-07
 -6.8071664e-08 -2.3030543e-07  3.4994795e-07 -5.9836225e-09
  1.3456059e-07]
col stds  (train, after): [1.0004609  1.0001613  0.99996907 1.0000308  1.0000384  1.0000551
 1.0002174  0.9999815  0.9999538 ]
MultiTaskEdgeCNN(
  (conv1): EdgeCNN(9, 128, num_layers=1)
Epoch: 050, Train Loss: 0.330101, Test Loss: 0.200136
Epoch: 051, Train Loss: 0.329009, Test Loss: 0.199766
Epoch: 052, Train Loss: 0.325255, Test Loss: 0.198511
Epoch: 053, Train Loss: 0.324011, Test Loss: 0.214961
Epoch: 054, Train Loss: 0.326454, Test Loss: 0.198858
Epoch: 055, Train Loss: 0.322716, Test Loss: 0.208828
Epoch: 056, Train Loss: 0.323191, Test Loss: 0.193901
Epoch: 057, Train Loss: 0.320286, Test Loss: 0.197028
Epoch: 058, Train Loss: 0.320244, Test Loss: 0.191490
Epoch: 059, Train Loss: 0.318045, Test Loss: 0.193401
Epoch: 060, Train Loss: 0.316804, Test Loss: 0.207112
Epoch: 061, Train Loss: 0.315286, Test Loss: 0.189837
Epoch: 062, Train Loss: 0.315712, Test Loss: 0.194540
Epoch: 063, Train Loss: 0.310583, Test Loss: 0.190234
Epoch: 064, Train Loss: 0.313230, Test Loss: 0.213506
Epoch: 065, Train Loss: 0.313748, Test Loss: 0.188970
Epoch: 066, Train Loss: 0.307449, Test Loss: 0.183408
Epoch: 067, Train Loss: 0.308904, Test Loss: 0.185421
Epoch: 068, Train Loss: 0.308479, Test Loss: 0.188948
Epoch: 069, Train Loss: 0.305496, Test Loss: 0.188716
Epoch: 070, Train Loss: 0.306034, Test Loss: 0.189574
Epoch: 071, Train Loss: 0.306027, Test Loss: 0.185739
Epoch: 072, Train Loss: 0.304967, Test Loss: 0.192300
Epoch: 073, Train Loss: 0.297720, Test Loss: 0.185892
Epoch: 074, Train Loss: 0.296902, Test Loss: 0.183905
Epoch: 075, Train Loss: 0.294784, Test Loss: 0.184209
Epoch: 076, Train Loss: 0.296692, Test Loss: 0.184619
Epoch: 077, Train Loss: 0.295717, Test Loss: 0.183458
Epoch: 078, Train Loss: 0.295867, Test Loss: 0.183864
Epoch: 079, Train Loss: 0.295115, Test Loss: 0.183427
Epoch: 080, Train Loss: 0.295340, Test Loss: 0.183467
Epoch: 081, Train Loss: 0.294911, Test Loss: 0.183380
Epoch: 082, Train Loss: 0.294875, Test Loss: 0.183200
Epoch: 083, Train Loss: 0.295367, Test Loss: 0.183161
Epoch: 084, Train Loss: 0.293149, Test Loss: 0.183041
Epoch: 085, Train Loss: 0.293641, Test Loss: 0.183200
Epoch: 086, Train Loss: 0.294898, Test Loss: 0.183101
Epoch: 087, Train Loss: 0.294897, Test Loss: 0.183356
Epoch: 088, Train Loss: 0.292705, Test Loss: 0.183152
Epoch: 089, Train Loss: 0.294926, Test Loss: 0.183462
Epoch: 090, Train Loss: 0.293832, Test Loss: 0.183088
Epoch: 091, Train Loss: 0.293471, Test Loss: 0.183166
Epoch: 092, Train Loss: 0.293861, Test Loss: 0.183217
Epoch: 093, Train Loss: 0.294011, Test Loss: 0.183226
Epoch: 094, Train Loss: 0.293572, Test Loss: 0.183234
Epoch: 095, Train Loss: 0.292753, Test Loss: 0.183182
Epoch: 096, Train Loss: 0.294074, Test Loss: 0.183236
Epoch: 097, Train Loss: 0.293677, Test Loss: 0.183236
Epoch: 098, Train Loss: 0.293934, Test Loss: 0.183235
Epoch: 099, Train Loss: 0.294420, Test Loss: 0.183234
Epoch: 100, Train Loss: 0.293791, Test Loss: 0.183235
Epoch: 101, Train Loss: 0.292722, Test Loss: 0.183235
Epoch: 102, Train Loss: 0.292571, Test Loss: 0.183230
Epoch: 103, Train Loss: 0.292637, Test Loss: 0.183232
Epoch: 104, Train Loss: 0.292306, Test Loss: 0.183234
Epoch: 105, Train Loss: 0.294726, Test Loss: 0.183234
Epoch: 106, Train Loss: 0.294969, Test Loss: 0.183233
Epoch: 107, Train Loss: 0.294321, Test Loss: 0.183234
Epoch: 108, Train Loss: 0.293834, Test Loss: 0.183232
Epoch: 109, Train Loss: 0.295334, Test Loss: 0.183229
Epoch: 110, Train Loss: 0.293254, Test Loss: 0.183228
Epoch: 111, Train Loss: 0.294495, Test Loss: 0.183230
Epoch: 112, Train Loss: 0.294084, Test Loss: 0.183225
Epoch: 113, Train Loss: 0.294310, Test Loss: 0.183226
Epoch: 114, Train Loss: 0.293523, Test Loss: 0.183224
Epoch: 115, Train Loss: 0.294550, Test Loss: 0.183226
Epoch: 116, Train Loss: 0.293920, Test Loss: 0.183225
Epoch: 117, Train Loss: 0.294881, Test Loss: 0.183225
Epoch: 118, Train Loss: 0.293434, Test Loss: 0.183223
Epoch: 119, Train Loss: 0.293816, Test Loss: 0.183221
Epoch: 120, Train Loss: 0.294153, Test Loss: 0.183223
Epoch: 121, Train Loss: 0.294235, Test Loss: 0.183221
Epoch: 122, Train Loss: 0.295166, Test Loss: 0.183224
Epoch: 123, Train Loss: 0.293901, Test Loss: 0.183227
Epoch: 124, Train Loss: 0.293919, Test Loss: 0.183226
Epoch: 125, Train Loss: 0.296195, Test Loss: 0.183223
Epoch: 126, Train Loss: 0.292772, Test Loss: 0.183221
Epoch: 127, Train Loss: 0.293209, Test Loss: 0.183220
Epoch: 128, Train Loss: 0.294680, Test Loss: 0.183220
Epoch: 129, Train Loss: 0.293004, Test Loss: 0.183222
Epoch: 130, Train Loss: 0.293514, Test Loss: 0.183220
Epoch: 131, Train Loss: 0.294620, Test Loss: 0.183218
Epoch: 132, Train Loss: 0.293276, Test Loss: 0.183220
Epoch: 133, Train Loss: 0.293604, Test Loss: 0.183220
Epoch: 134, Train Loss: 0.293646, Test Loss: 0.183220
Epoch: 135, Train Loss: 0.293982, Test Loss: 0.183218
Epoch: 136, Train Loss: 0.294021, Test Loss: 0.183216
Epoch: 137, Train Loss: 0.293283, Test Loss: 0.183218
Epoch: 138, Train Loss: 0.294396, Test Loss: 0.183217
Epoch: 139, Train Loss: 0.294342, Test Loss: 0.183215
Epoch: 140, Train Loss: 0.295132, Test Loss: 0.183217
Epoch: 141, Train Loss: 0.292326, Test Loss: 0.183216
Epoch: 142, Train Loss: 0.294545, Test Loss: 0.183219
Epoch: 143, Train Loss: 0.293874, Test Loss: 0.183220
Epoch: 144, Train Loss: 0.294684, Test Loss: 0.183219
Epoch: 145, Train Loss: 0.293134, Test Loss: 0.183219
Epoch: 146, Train Loss: 0.294556, Test Loss: 0.183217
Epoch: 147, Train Loss: 0.293954, Test Loss: 0.183219
Epoch: 148, Train Loss: 0.293007, Test Loss: 0.183220
Epoch: 149, Train Loss: 0.293800, Test Loss: 0.183219
Epoch: 150, Train Loss: 0.292694, Test Loss: 0.183218
Epoch: 151, Train Loss: 0.292918, Test Loss: 0.183219
Epoch: 152, Train Loss: 0.294262, Test Loss: 0.183217
Epoch: 153, Train Loss: 0.293568, Test Loss: 0.183217
Epoch: 154, Train Loss: 0.294721, Test Loss: 0.183214
Epoch: 155, Train Loss: 0.294062, Test Loss: 0.183213
Epoch: 156, Train Loss: 0.293338, Test Loss: 0.183213
Epoch: 157, Train Loss: 0.294505, Test Loss: 0.183213
Epoch: 158, Train Loss: 0.293871, Test Loss: 0.183209
Epoch: 159, Train Loss: 0.293385, Test Loss: 0.183206
Epoch: 160, Train Loss: 0.294333, Test Loss: 0.183206
Epoch: 161, Train Loss: 0.293857, Test Loss: 0.183207
Epoch: 162, Train Loss: 0.294126, Test Loss: 0.183205
Epoch: 163, Train Loss: 0.294233, Test Loss: 0.183205
Epoch: 164, Train Loss: 0.293616, Test Loss: 0.183204
Epoch: 165, Train Loss: 0.294786, Test Loss: 0.183206
Epoch: 166, Train Loss: 0.293490, Test Loss: 0.183205
Epoch: 167, Train Loss: 0.293787, Test Loss: 0.183205
Epoch: 168, Train Loss: 0.294508, Test Loss: 0.183204
Epoch: 169, Train Loss: 0.294888, Test Loss: 0.183204
Epoch: 170, Train Loss: 0.293899, Test Loss: 0.183205
Epoch: 171, Train Loss: 0.294016, Test Loss: 0.183204
Epoch: 172, Train Loss: 0.293123, Test Loss: 0.183204
Epoch: 173, Train Loss: 0.293613, Test Loss: 0.183201
Epoch: 174, Train Loss: 0.293313, Test Loss: 0.183199
Epoch: 175, Train Loss: 0.293879, Test Loss: 0.183199
Epoch: 176, Train Loss: 0.293718, Test Loss: 0.183197
Epoch: 177, Train Loss: 0.294824, Test Loss: 0.183198
Epoch: 178, Train Loss: 0.292360, Test Loss: 0.183196
Epoch: 179, Train Loss: 0.294126, Test Loss: 0.183194
Epoch: 180, Train Loss: 0.295552, Test Loss: 0.183193
Epoch: 181, Train Loss: 0.293922, Test Loss: 0.183195
Epoch: 182, Train Loss: 0.292276, Test Loss: 0.183197
Epoch: 183, Train Loss: 0.293982, Test Loss: 0.183196
Epoch: 184, Train Loss: 0.294073, Test Loss: 0.183193
Epoch: 185, Train Loss: 0.293950, Test Loss: 0.183190
Epoch: 186, Train Loss: 0.294733, Test Loss: 0.183189
Epoch: 187, Train Loss: 0.293767, Test Loss: 0.183189
Epoch: 188, Train Loss: 0.292949, Test Loss: 0.183187
Epoch: 189, Train Loss: 0.293384, Test Loss: 0.183188
Epoch: 190, Train Loss: 0.293869, Test Loss: 0.183188
Epoch: 191, Train Loss: 0.293325, Test Loss: 0.183185
Epoch: 192, Train Loss: 0.292508, Test Loss: 0.183186
Epoch: 193, Train Loss: 0.294126, Test Loss: 0.183190
Epoch: 194, Train Loss: 0.295328, Test Loss: 0.183190
Epoch: 195, Train Loss: 0.295100, Test Loss: 0.183190
Epoch: 196, Train Loss: 0.293051, Test Loss: 0.183189
Epoch: 197, Train Loss: 0.293451, Test Loss: 0.183186
Epoch: 198, Train Loss: 0.293260, Test Loss: 0.183188
Epoch: 199, Train Loss: 0.293882, Test Loss: 0.183191
Epoch: 200, Train Loss: 0.293677, Test Loss: 0.183192
Epoch: 201, Train Loss: 0.293959, Test Loss: 0.183191
Epoch: 202, Train Loss: 0.293106, Test Loss: 0.183191
Epoch: 203, Train Loss: 0.294034, Test Loss: 0.183190
Epoch: 204, Train Loss: 0.293518, Test Loss: 0.183189
Epoch: 205, Train Loss: 0.293714, Test Loss: 0.183188
Epoch: 206, Train Loss: 0.292782, Test Loss: 0.183191
Epoch: 207, Train Loss: 0.292872, Test Loss: 0.183193
Epoch: 208, Train Loss: 0.293902, Test Loss: 0.183190
Epoch: 209, Train Loss: 0.293090, Test Loss: 0.183189
Epoch: 210, Train Loss: 0.292862, Test Loss: 0.183187
Epoch: 211, Train Loss: 0.293452, Test Loss: 0.183188
Epoch: 212, Train Loss: 0.293567, Test Loss: 0.183190
Epoch: 213, Train Loss: 0.293294, Test Loss: 0.183189
Epoch: 214, Train Loss: 0.294059, Test Loss: 0.183188
Epoch: 215, Train Loss: 0.293325, Test Loss: 0.183189
Epoch: 216, Train Loss: 0.293651, Test Loss: 0.183189
Epoch: 217, Train Loss: 0.293979, Test Loss: 0.183188
Epoch: 218, Train Loss: 0.294948, Test Loss: 0.183187
Epoch: 219, Train Loss: 0.293776, Test Loss: 0.183187
Epoch: 220, Train Loss: 0.295059, Test Loss: 0.183187
Epoch: 221, Train Loss: 0.293289, Test Loss: 0.183185
Epoch: 222, Train Loss: 0.292552, Test Loss: 0.183188
Epoch: 223, Train Loss: 0.292642, Test Loss: 0.183189
Epoch: 224, Train Loss: 0.295160, Test Loss: 0.183186
Epoch: 225, Train Loss: 0.292653, Test Loss: 0.183187
Epoch: 226, Train Loss: 0.295020, Test Loss: 0.183186
Epoch: 227, Train Loss: 0.293665, Test Loss: 0.183185
Epoch: 228, Train Loss: 0.293409, Test Loss: 0.183181
Epoch: 229, Train Loss: 0.294203, Test Loss: 0.183179
Epoch: 230, Train Loss: 0.293918, Test Loss: 0.183179
Epoch: 231, Train Loss: 0.294321, Test Loss: 0.183177
Epoch: 232, Train Loss: 0.293765, Test Loss: 0.183179
Epoch: 233, Train Loss: 0.294087, Test Loss: 0.183180
Epoch: 234, Train Loss: 0.293600, Test Loss: 0.183179
Epoch: 235, Train Loss: 0.293586, Test Loss: 0.183179
Epoch: 236, Train Loss: 0.294354, Test Loss: 0.183181
Epoch: 237, Train Loss: 0.293412, Test Loss: 0.183182
Epoch: 238, Train Loss: 0.294356, Test Loss: 0.183182
Epoch: 239, Train Loss: 0.293899, Test Loss: 0.183179
Epoch: 240, Train Loss: 0.295113, Test Loss: 0.183180
Epoch: 241, Train Loss: 0.294147, Test Loss: 0.183177
Epoch: 242, Train Loss: 0.293758, Test Loss: 0.183176
Epoch: 243, Train Loss: 0.293234, Test Loss: 0.183176
Epoch: 244, Train Loss: 0.293129, Test Loss: 0.183177
Epoch: 245, Train Loss: 0.293017, Test Loss: 0.183174
Epoch: 246, Train Loss: 0.293953, Test Loss: 0.183174
Epoch: 247, Train Loss: 0.293666, Test Loss: 0.183173
Epoch: 248, Train Loss: 0.295805, Test Loss: 0.183171
Epoch: 249, Train Loss: 0.293800, Test Loss: 0.183173
Epoch: 250, Train Loss: 0.294437, Test Loss: 0.183172
Epoch: 251, Train Loss: 0.293995, Test Loss: 0.183174
Epoch: 252, Train Loss: 0.293164, Test Loss: 0.183176
Epoch: 253, Train Loss: 0.294132, Test Loss: 0.183175
Epoch: 254, Train Loss: 0.294409, Test Loss: 0.183174
Epoch: 255, Train Loss: 0.294903, Test Loss: 0.183174
Epoch: 256, Train Loss: 0.293559, Test Loss: 0.183170
Epoch: 257, Train Loss: 0.293042, Test Loss: 0.183172
Epoch: 258, Train Loss: 0.295377, Test Loss: 0.183175
Epoch: 259, Train Loss: 0.294715, Test Loss: 0.183173
Epoch: 260, Train Loss: 0.294772, Test Loss: 0.183172
Epoch: 261, Train Loss: 0.293973, Test Loss: 0.183174
Epoch: 262, Train Loss: 0.292496, Test Loss: 0.183173
Epoch: 263, Train Loss: 0.293034, Test Loss: 0.183175
Epoch: 264, Train Loss: 0.295241, Test Loss: 0.183174
Epoch: 265, Train Loss: 0.293744, Test Loss: 0.183172
Epoch: 266, Train Loss: 0.294516, Test Loss: 0.183174
Epoch: 267, Train Loss: 0.294485, Test Loss: 0.183173
Epoch: 268, Train Loss: 0.293557, Test Loss: 0.183172
Epoch: 269, Train Loss: 0.293058, Test Loss: 0.183173
Epoch: 270, Train Loss: 0.294538, Test Loss: 0.183174
Epoch: 271, Train Loss: 0.293596, Test Loss: 0.183175
Epoch: 272, Train Loss: 0.294672, Test Loss: 0.183175
Epoch: 273, Train Loss: 0.294811, Test Loss: 0.183175
Epoch: 274, Train Loss: 0.293315, Test Loss: 0.183177
Epoch: 275, Train Loss: 0.293207, Test Loss: 0.183176
Epoch: 276, Train Loss: 0.294192, Test Loss: 0.183179
Epoch: 277, Train Loss: 0.293249, Test Loss: 0.183178
Epoch: 278, Train Loss: 0.292227, Test Loss: 0.183178
Epoch: 279, Train Loss: 0.293711, Test Loss: 0.183177
Epoch: 280, Train Loss: 0.294049, Test Loss: 0.183174
Epoch: 281, Train Loss: 0.293355, Test Loss: 0.183173
Epoch: 282, Train Loss: 0.293267, Test Loss: 0.183173
Epoch: 283, Train Loss: 0.292831, Test Loss: 0.183174
Epoch: 284, Train Loss: 0.293971, Test Loss: 0.183172
Epoch: 285, Train Loss: 0.292889, Test Loss: 0.183170
Epoch: 286, Train Loss: 0.293443, Test Loss: 0.183171
Epoch: 287, Train Loss: 0.293761, Test Loss: 0.183171
Epoch: 288, Train Loss: 0.292634, Test Loss: 0.183172
Epoch: 289, Train Loss: 0.294685, Test Loss: 0.183172
Epoch: 290, Train Loss: 0.294287, Test Loss: 0.183169
Epoch: 291, Train Loss: 0.292859, Test Loss: 0.183171
Epoch: 292, Train Loss: 0.294439, Test Loss: 0.183172
Epoch: 293, Train Loss: 0.294463, Test Loss: 0.183172
Epoch: 294, Train Loss: 0.293037, Test Loss: 0.183173
Epoch: 295, Train Loss: 0.293332, Test Loss: 0.183171
Epoch: 296, Train Loss: 0.293556, Test Loss: 0.183170
Epoch: 297, Train Loss: 0.293865, Test Loss: 0.183171
Epoch: 298, Train Loss: 0.293871, Test Loss: 0.183174
Epoch: 299, Train Loss: 0.294002, Test Loss: 0.183176
Epoch: 300, Train Loss: 0.293625, Test Loss: 0.183175
Epoch: 301, Train Loss: 0.294047, Test Loss: 0.183174
Epoch: 302, Train Loss: 0.293400, Test Loss: 0.183173
Epoch: 303, Train Loss: 0.292155, Test Loss: 0.183171
Epoch: 304, Train Loss: 0.294126, Test Loss: 0.183172
Epoch: 305, Train Loss: 0.294516, Test Loss: 0.183176
Epoch: 306, Train Loss: 0.293467, Test Loss: 0.183174
Epoch: 307, Train Loss: 0.292973, Test Loss: 0.183172
Epoch: 308, Train Loss: 0.293873, Test Loss: 0.183172
Epoch: 309, Train Loss: 0.292961, Test Loss: 0.183170
Epoch: 310, Train Loss: 0.294641, Test Loss: 0.183170
Epoch: 311, Train Loss: 0.294013, Test Loss: 0.183170
Epoch: 312, Train Loss: 0.294620, Test Loss: 0.183169
Epoch: 313, Train Loss: 0.293477, Test Loss: 0.183167
Epoch: 314, Train Loss: 0.294195, Test Loss: 0.183166
Epoch: 315, Train Loss: 0.294098, Test Loss: 0.183168
Epoch: 316, Train Loss: 0.294361, Test Loss: 0.183168
Epoch: 317, Train Loss: 0.294300, Test Loss: 0.183167
Epoch: 318, Train Loss: 0.293814, Test Loss: 0.183166
Epoch: 319, Train Loss: 0.293075, Test Loss: 0.183162
Epoch: 320, Train Loss: 0.293379, Test Loss: 0.183162
Epoch: 321, Train Loss: 0.293954, Test Loss: 0.183164
Epoch: 322, Train Loss: 0.293773, Test Loss: 0.183166
Epoch: 323, Train Loss: 0.292994, Test Loss: 0.183170
Epoch: 324, Train Loss: 0.293519, Test Loss: 0.183169
Epoch: 325, Train Loss: 0.294901, Test Loss: 0.183169
Epoch: 326, Train Loss: 0.292749, Test Loss: 0.183169
Epoch: 327, Train Loss: 0.293986, Test Loss: 0.183165
Epoch: 328, Train Loss: 0.293761, Test Loss: 0.183164
Epoch: 329, Train Loss: 0.294362, Test Loss: 0.183167
Epoch: 330, Train Loss: 0.295576, Test Loss: 0.183163
Epoch: 331, Train Loss: 0.293520, Test Loss: 0.183162
Epoch: 332, Train Loss: 0.293596, Test Loss: 0.183159
Epoch: 333, Train Loss: 0.294508, Test Loss: 0.183155
Epoch: 334, Train Loss: 0.293838, Test Loss: 0.183154
Epoch: 335, Train Loss: 0.293419, Test Loss: 0.183155
Epoch: 336, Train Loss: 0.295481, Test Loss: 0.183158
Epoch: 337, Train Loss: 0.294337, Test Loss: 0.183158
Epoch: 338, Train Loss: 0.294100, Test Loss: 0.183156
Epoch: 339, Train Loss: 0.294040, Test Loss: 0.183153
Epoch: 340, Train Loss: 0.293446, Test Loss: 0.183154
Epoch: 341, Train Loss: 0.293607, Test Loss: 0.183154
Epoch: 342, Train Loss: 0.294068, Test Loss: 0.183151
Epoch: 343, Train Loss: 0.293542, Test Loss: 0.183149
Epoch: 344, Train Loss: 0.294333, Test Loss: 0.183148
Epoch: 345, Train Loss: 0.293715, Test Loss: 0.183149
Epoch: 346, Train Loss: 0.294825, Test Loss: 0.183148
Epoch: 347, Train Loss: 0.294074, Test Loss: 0.183153
Epoch: 348, Train Loss: 0.292767, Test Loss: 0.183149
Epoch: 349, Train Loss: 0.294164, Test Loss: 0.183148
Epoch: 350, Train Loss: 0.295360, Test Loss: 0.183146
Epoch: 351, Train Loss: 0.293251, Test Loss: 0.183146
Epoch: 352, Train Loss: 0.294752, Test Loss: 0.183146
Epoch: 353, Train Loss: 0.293006, Test Loss: 0.183147
Epoch: 354, Train Loss: 0.293362, Test Loss: 0.183149
Epoch: 355, Train Loss: 0.295362, Test Loss: 0.183149
Epoch: 356, Train Loss: 0.294589, Test Loss: 0.183146
Epoch: 357, Train Loss: 0.294955, Test Loss: 0.183145
Epoch: 358, Train Loss: 0.294466, Test Loss: 0.183146
Epoch: 359, Train Loss: 0.293943, Test Loss: 0.183146
Epoch: 360, Train Loss: 0.294382, Test Loss: 0.183144
Epoch: 361, Train Loss: 0.294137, Test Loss: 0.183144
